epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.544,1.6174,4.33547,1.44662,0.00118,0.2303,0.06556,0.05355,1.75018,4.08989,1.68238,1.111e-05,1.111e-05,1.111e-05
