batch,loss,avg_loss,rate,seconds,images
556,0.146,0.602,0.00024942,0.061621,2224
557,0.114,0.553,0.00025122,0.061387,2228
558,0.675,0.565,0.00025303,0.06192,2232
559,0.541,0.563,0.00025485,0.057145,2236
560,1.701,0.677,0.00025668,0.058374,2240
561,0.165,0.626,0.00025852,0.058845,2244
562,0.725,0.635,0.00026037,0.057515000000000004,2248
563,0.793,0.651,0.00026223,0.058429,2252
564,1.261,0.712,0.00026409,0.055231,2256
565,0.275,0.669,0.00026597,0.056247,2260
566,0.879,0.69,0.00026786,0.056671,2264
567,0.929,0.714,0.00026976,0.057637,2268
568,0.521,0.694,0.00027167,0.05957,2272
569,1.024,0.727,0.00027358,0.06469,2276
570,0.017,0.656,0.00027551,0.059991,2280
571,0.061,0.597,0.00027745,0.061024,2284
572,0.635,0.6,0.0002794,0.055424,2288
573,0.969,0.637,0.00028136,0.060185,2292
574,0.693,0.643,0.00028333,0.062654,2296
575,0.392,0.618,0.00028531,0.057482,2300
576,0.006,0.557,0.0002873,0.055748,2304
577,0.403,0.541,0.0002893,0.058397,2308
578,0.979,0.585,0.00029131,0.06283,2312
579,0.683,0.595,0.00029333,0.06171,2316
580,0.195,0.555,0.00029536,0.056799999999999996,2320
581,0.627,0.562,0.0002974,0.059511,2324
582,0.423,0.548,0.00029946,0.058552,2328
583,0.008,0.494,0.00030152,0.060761,2332
584,0.999,0.545,0.00030359,0.061534,2336
585,0.476,0.538,0.00030568,0.062092,2340
586,0.246,0.509,0.00030777,0.056591,2344
587,0.358,0.493,0.00030988,0.057868,2348
588,0.01,0.445,0.000312,0.057387,2352
589,0.31,0.432,0.00031412,0.05774,2356
590,0.853,0.474,0.00031626,0.0559,2360
591,0.072,0.434,0.00031841,0.056412,2364
592,0.282,0.418,0.00032057,0.053632,2368
593,0.58,0.435,0.00032274,0.053808999999999996,2372
594,0.552,0.446,0.00032493,0.058044,2376
595,0.733,0.475,0.00032712,0.056866999999999994,2380
596,1.485,0.576,0.00032933,0.054368,2384
597,0.001,0.518,0.00033154,0.056076999999999995,2388
598,1.693,0.636,0.00033377,0.055096,2392
599,0.078,0.58,0.00033601,0.05649,2396
600,0.159,0.538,0.00033826,0.058144,2400
601,0.591,0.543,0.00034052,0.062107,2404
602,0.427,0.532,0.00034279,0.058182000000000005,2408
603,0.712,0.55,0.00034507,0.059061999999999996,2412
604,0.236,0.518,0.00034737,0.051804,2416
605,0.831,0.55,0.00034967,0.054326,2420
606,0.517,0.546,0.00035199,0.055617,2424
607,0.569,0.549,0.00035432,0.05924,2428
608,0.918,0.586,0.00035666,0.066691,2432
609,0.376,0.565,0.00035901,0.056677,2436
610,0.42,0.55,0.00036138,0.05663,2440
611,0.865,0.582,0.00036375,0.055622,2444
612,0.019,0.525,0.00036614,0.056737,2448
613,0.683,0.541,0.00036854,0.055094000000000004,2452
614,0.323,0.519,0.00037095,0.060203,2456
615,0.411,0.509,0.00037337,0.055380000000000006,2460
616,0.493,0.507,0.00037581,0.056567,2464
617,0.728,0.529,0.00037825,0.056456000000000006,2468
618,0.905,0.567,0.00038071,0.054277,2472
619,1.101,0.62,0.00038318,0.056495,2476
620,0.452,0.603,0.00038566,0.053652,2480
621,1.545,0.697,0.00038816,0.056112999999999996,2484
622,0.002,0.628,0.00039066,0.056163,2488
623,1.702,0.735,0.00039318,0.055238,2492
624,1.242,0.786,0.00039571,0.054225999999999996,2496
625,0.376,0.745,0.00039825,0.056152,2500
626,0.018,0.672,0.00040081,0.057649,2504
627,0.449,0.65,0.00040338,0.059222000000000004,2508
628,0.903,0.675,0.00040596,0.056917,2512
629,0.693,0.677,0.00040855,0.055373,2516
630,0.709,0.68,0.00041115,0.056278,2520
631,0.828,0.695,0.00041377,0.058997,2524
632,0.285,0.654,0.0004164,0.059671999999999996,2528
633,0.411,0.63,0.00041904,0.056578,2532
634,0.002,0.567,0.00042169,0.057982,2536
635,0.953,0.606,0.00042436,0.057595999999999994,2540
636,0.893,0.634,0.00042704,0.057368,2544
637,0.441,0.615,0.00042973,0.059787999999999994,2548
638,0.654,0.619,0.00043244,0.055606,2552
639,0.38,0.595,0.00043515,0.058772,2556
640,0.228,0.558,0.00043789,0.057088,2560
641,0.185,0.521,0.00044063,0.054060000000000004,2564
642,0.466,0.516,0.00044338,0.058658,2568
643,0.001,0.464,0.00044615,0.058092,2572
644,0.318,0.449,0.00044894,0.056595999999999994,2576
645,0.255,0.43,0.00045173,0.054863999999999996,2580
646,0.375,0.425,0.00045454,0.055064999999999996,2584
647,0.965,0.479,0.00045736,0.056669,2588
648,0.002,0.431,0.00046019,0.059247999999999995,2592
649,1.013,0.489,0.00046304,0.059347000000000004,2596
650,0.611,0.501,0.0004659,0.060642,2600
651,0.006,0.452,0.00046878,0.058499,2604
652,1.312,0.538,0.00047166,0.061415,2608
653,0.6,0.544,0.00047456,0.058305,2612
654,0.035,0.493,0.00047748,0.059198999999999995,2616
655,0.68,0.512,0.0004804,0.06474500000000001,2620
656,0.687,0.529,0.00048334,0.060088,2624
657,0.508,0.527,0.0004863,0.056395,2628
658,0.709,0.545,0.00048926,0.056547,2632
659,0.281,0.519,0.00049225,0.051966,2636
660,0.633,0.53,0.00049524,0.060058,2640
661,0.001,0.477,0.00049825,0.055000999999999994,2644
662,0.389,0.468,0.00050127,0.05459000000000001,2648
663,0.325,0.454,0.00050431,0.057469,2652
664,0.528,0.461,0.00050736,0.054981999999999996,2656
665,0.179,0.433,0.00051042,0.055204,2660
666,0.74,0.464,0.0005135,0.056820999999999997,2664
667,0.208,0.438,0.00051659,0.055430999999999994,2668
668,0.358,0.43,0.00051969,0.055990000000000005,2672
669,1.045,0.492,0.00052281,0.053289,2676
670,0.318,0.474,0.00052594,0.058512999999999996,2680
671,0.292,0.456,0.00052909,0.056429,2684
672,0.324,0.443,0.00053225,0.058933,2688
673,1.402,0.539,0.00053543,0.055518,2692
674,0.747,0.56,0.00053862,0.054377,2696
675,0.693,0.573,0.00054182,0.056314,2700
676,0.003,0.516,0.00054504,0.055434,2704
677,0.018,0.466,0.00054827,0.05763,2708
678,0.38,0.458,0.00055152,0.056332,2712
679,0.47,0.459,0.00055478,0.055186,2716
680,0.511,0.464,0.00055805,0.054154,2720
681,1.417,0.559,0.00056134,0.057735,2724
682,0.289,0.532,0.00056465,0.053773,2728
683,0.001,0.479,0.00056797,0.054752,2732
684,0.001,0.431,0.0005713,0.057756999999999996,2736
685,0.753,0.464,0.00057465,0.057887999999999995,2740
686,0.497,0.467,0.00057801,0.057591,2744
687,1.092,0.529,0.00058139,0.061503,2748
688,0.222,0.499,0.00058478,0.058996,2752
689,0.801,0.529,0.00058819,0.057393,2756
690,0.552,0.531,0.00059161,0.056792999999999996,2760
691,0.691,0.547,0.00059505,0.060187,2764
692,0.81,0.574,0.0005985,0.057027999999999995,2768
693,0.756,0.592,0.00060197,0.056415999999999994,2772
694,0.598,0.592,0.00060545,0.06422199999999999,2776
695,0.429,0.576,0.00060895,0.063139,2780
696,0.534,0.572,0.00061246,0.066464,2784
697,0.269,0.542,0.00061599,0.063184,2788
698,1.505,0.638,0.00061953,0.067116,2792
699,0.756,0.65,0.00062309,0.066714,2796
700,0.771,0.662,0.00062666,0.064206,2800
701,0.352,0.631,0.00063025,0.069076,2804
702,0.208,0.588,0.00063385,0.067726,2808
703,1.171,0.647,0.00063747,0.06705599999999999,2812
704,0.921,0.674,0.00064111,0.065488,2816
705,0.365,0.643,0.00064476,0.06573000000000001,2820
706,0.634,0.642,0.00064842,0.064482,2824
707,0.556,0.634,0.00065211,0.06479,2828
708,0.575,0.628,0.0006558,0.05881,2832
709,0.681,0.633,0.00065952,0.06021,2836
710,0.401,0.61,0.00066324,0.05946,2840
711,0.609,0.61,0.00066699,0.062035,2844
712,0.644,0.613,0.00067075,0.062066,2848
713,0.33,0.585,0.00067453,0.06003,2852
714,0.482,0.574,0.00067832,0.056915,2856
715,0.739,0.591,0.00068213,0.055657,2860
716,0.726,0.604,0.00068595,0.058027999999999996,2864
717,0.214,0.565,0.00068979,0.057074,2868
718,0.002,0.509,0.00069365,0.060064,2872
719,1.291,0.587,0.00069752,0.054103,2876
720,0.851,0.614,0.00070141,0.061944000000000006,2880
721,0.393,0.592,0.00070531,0.056617,2884
722,0.687,0.601,0.00070923,0.055479,2888
723,0.274,0.568,0.00071317,0.05718,2892
724,0.227,0.534,0.00071712,0.055627,2896
725,0.692,0.55,0.0007211,0.057815,2900
726,0.33,0.528,0.00072508,0.05732,2904
727,0.601,0.535,0.00072908,0.055878,2908
728,0.764,0.558,0.0007331,0.054694,2912
729,0.579,0.56,0.00073714,0.056396,2916
730,0.524,0.557,0.00074119,0.055392000000000004,2920
731,0.408,0.542,0.00074526,0.056587000000000005,2924
732,0.791,0.567,0.00074935,0.058344,2928
733,0.389,0.549,0.00075345,0.055778,2932
734,1.361,0.63,0.00075757,0.055109000000000005,2936
735,0.726,0.64,0.00076171,0.05957,2940
736,0.013,0.577,0.00076586,0.055371000000000004,2944
737,0.282,0.547,0.00077003,0.055935000000000006,2948
738,0.361,0.529,0.00077422,0.054280999999999996,2952
739,0.577,0.534,0.00077843,0.05577,2956
740,1.082,0.589,0.00078265,0.056646,2960
741,0.254,0.555,0.00078689,0.057313,2964
742,0.196,0.519,0.00079115,0.057418,2968
743,0.745,0.542,0.00079542,0.06276899999999999,2972
744,0.526,0.54,0.00079971,0.060154000000000006,2976
745,0.148,0.501,0.00080402,0.058981,2980
746,0.372,0.488,0.00080834,0.056787,2984
747,0.414,0.481,0.00081269,0.058105,2988
748,0.008,0.433,0.00081705,0.057432000000000004,2992
749,0.426,0.433,0.00082142,0.058088,2996
750,0.586,0.448,0.00082582,0.059253,3000
751,0.665,0.47,0.00083023,0.059012,3004
752,1.054,0.528,0.00083466,0.057151,3008
753,0.414,0.517,0.00083911,0.057906,3012
754,0.007,0.466,0.00084358,0.062577,3016
755,0.797,0.499,0.00084806,0.057843000000000006,3020
756,0.345,0.483,0.00085257,0.056967,3024
757,0.122,0.447,0.00085709,0.057428,3028
758,0.405,0.443,0.00086162,0.056432,3032
759,0.647,0.463,0.00086618,0.054604,3036
760,0.934,0.51,0.00087075,0.055987999999999996,3040
761,0.411,0.5,0.00087534,0.057787,3044
762,0.485,0.499,0.00087996,0.056854999999999996,3048
763,0.0,0.449,0.00088458,0.054545,3052
764,0.8,0.484,0.00088923,0.055179,3056
765,0.429,0.479,0.00089389,0.05858,3060
766,0.307,0.462,0.00089858,0.058618,3064
767,0.461,0.461,0.00090328,0.05903799999999999,3068
768,0.645,0.48,0.000908,0.05593,3072
769,0.105,0.442,0.00091274,0.05784,3076
770,0.842,0.482,0.00091749,0.055367,3080
771,0.665,0.5,0.00092227,0.055228,3084
772,0.006,0.451,0.00092706,0.056505,3088
773,0.767,0.483,0.00093188,0.056776,3092
774,0.861,0.52,0.00093671,0.057241999999999994,3096
775,0.375,0.506,0.00094156,0.057978999999999996,3100
776,0.923,0.548,0.00094643,0.058040999999999995,3104
777,0.236,0.516,0.00095132,0.058917000000000004,3108
778,0.679,0.533,0.00095622,0.056864,3112
779,0.467,0.526,0.00096115,0.058403,3116
780,0.053,0.479,0.00096609,0.053484000000000004,3120
781,0.686,0.499,0.00097106,0.056498,3124
782,0.533,0.503,0.00097604,0.05273,3128
783,0.004,0.453,0.00098104,0.057231000000000004,3132
784,0.443,0.452,0.00098606,0.053861,3136
785,1.245,0.531,0.0009911,0.07112,3140
786,0.649,0.543,0.00099616,0.08364100000000001,3144
787,0.423,0.531,0.00100124,0.070077,3148
788,0.352,0.513,0.00100634,0.068675,3152
789,0.003,0.462,0.00101146,0.07054099999999999,3156
790,0.084,0.424,0.0010166,0.070112,3160
791,0.918,0.474,0.00102175,0.069495,3164
792,0.764,0.503,0.00102693,0.067655,3168
793,0.254,0.478,0.00103213,0.07369400000000001,3172
794,0.154,0.445,0.00103734,0.080261,3176
795,0.237,0.425,0.00104258,0.073372,3180
796,0.747,0.457,0.00104783,0.065443,3184
797,0.283,0.439,0.00105311,0.06414700000000001,3188
798,0.562,0.452,0.00105841,0.059947,3192
799,0.274,0.434,0.00106372,0.061683,3196
800,0.32,0.423,0.00106906,0.062371,3200
801,1.329,0.513,0.00107441,0.069535,3204
802,0.076,0.469,0.00107979,0.060576,3208
803,1.351,0.558,0.00108518,0.05815699999999999,3212
804,0.602,0.562,0.0010906,0.067869,3216
805,1.197,0.626,0.00109603,0.065682,3220
806,1.05,0.668,0.00110149,0.065793,3224
807,0.809,0.682,0.00110697,0.064152,3228
808,0.174,0.631,0.00111246,0.062433999999999996,3232
809,0.716,0.64,0.00111798,0.063325,3236
810,0.748,0.651,0.00112352,0.065236,3240
811,0.468,0.632,0.00112908,0.06553400000000001,3244
812,0.511,0.62,0.00113466,0.06431,3248
813,0.791,0.637,0.00114026,0.062715,3252
814,0.415,0.615,0.00114588,0.065816,3256
815,0.868,0.64,0.00115152,0.06489,3260
816,0.226,0.599,0.00115718,0.06765399999999999,3264
817,0.0,0.539,0.00116286,0.066054,3268
818,0.564,0.541,0.00116857,0.063607,3272
819,0.003,0.488,0.00117429,0.066076,3276
820,0.004,0.439,0.00118004,0.063417,3280
821,1.614,0.557,0.0011858,0.063043,3284
822,0.534,0.554,0.00119159,0.06552200000000001,3288
823,0.443,0.543,0.0011974,0.063158,3292
824,0.223,0.511,0.00120323,0.06633700000000001,3296
825,0.331,0.493,0.00120908,0.063257,3300
826,0.291,0.473,0.00121496,0.066411,3304
827,0.494,0.475,0.00122085,0.064921,3308
828,0.425,0.47,0.00122677,0.06579,3312
829,1.244,0.548,0.0012327,0.063552,3316
830,0.482,0.541,0.00123866,0.06592400000000001,3320
831,0.581,0.545,0.00124464,0.072176,3324
832,0.727,0.563,0.00125064,0.06547700000000001,3328
833,0.658,0.573,0.00125667,0.065111,3332
834,0.474,0.563,0.00126271,0.06611,3336
835,0.298,0.536,0.00126878,0.064106,3340
836,0.405,0.523,0.00127487,0.06276899999999999,3344
837,1.274,0.598,0.00128098,0.062308999999999996,3348
838,0.001,0.539,0.00128711,0.062776,3352
839,1.035,0.588,0.00129327,0.063,3356
840,0.022,0.532,0.00129944,0.06547499999999999,3360
841,0.001,0.478,0.00130564,0.064915,3364
842,0.206,0.451,0.00131186,0.067111,3368
843,0.558,0.462,0.00131811,0.064815,3372
844,0.976,0.513,0.00132437,0.06545999999999999,3376
845,0.81,0.543,0.00133066,0.06442400000000001,3380
846,0.272,0.516,0.00133697,0.067881,3384
847,0.178,0.482,0.0013433,0.066729,3388
848,0.343,0.468,0.00134966,0.063382,3392
849,0.357,0.457,0.00135604,0.063476,3396
850,0.823,0.494,0.00136244,0.064849,3400
851,0.076,0.452,0.00136886,0.06491200000000001,3404
852,0.598,0.467,0.0013753,0.069093,3408
853,0.746,0.495,0.00138177,0.066683,3412
854,0.349,0.48,0.00138826,0.066069,3416
855,0.549,0.487,0.00139478,0.064826,3420
856,0.797,0.518,0.00140131,0.057053,3424
857,0.336,0.5,0.00140787,0.062949,3428
858,0.397,0.489,0.00141446,0.057214,3432
859,0.44,0.484,0.00142106,0.058524,3436
860,0.145,0.451,0.00142769,0.057688,3440
861,0.315,0.437,0.00143434,0.0595,3444
862,0.171,0.41,0.00144102,0.058329,3448
863,0.198,0.389,0.00144772,0.058353,3452
864,0.24,0.374,0.00145444,0.057619,3456
865,0.478,0.385,0.00146118,0.059753,3460
866,0.103,0.356,0.00146795,0.061021,3464
867,0.383,0.359,0.00147474,0.06253600000000001,3468
868,0.473,0.371,0.00148156,0.060719999999999996,3472
869,1.471,0.481,0.0014884,0.060045,3476
870,0.085,0.441,0.00149526,0.05707,3480
871,0.381,0.435,0.00150215,0.060692,3484
872,0.283,0.42,0.00150906,0.061393,3488
873,1.079,0.486,0.00151599,0.059872,3492
874,0.491,0.486,0.00152295,0.061183,3496
875,0.532,0.491,0.00152993,0.059039,3500
876,0.322,0.474,0.00153694,0.060396,3504
877,0.486,0.475,0.00154397,0.057318,3508
878,0.026,0.43,0.00155102,0.059794,3512
879,0.279,0.415,0.0015581,0.065076,3516
880,0.34,0.408,0.0015652,0.058472,3520
881,0.577,0.424,0.00157233,0.060459000000000006,3524
882,0.0,0.382,0.00157948,0.059403,3528
883,0.959,0.44,0.00158666,0.060625,3532
884,0.494,0.445,0.00159386,0.054513,3536
885,0.608,0.461,0.00160108,0.059527000000000004,3540
886,0.693,0.485,0.00160833,0.060344,3544
887,0.765,0.513,0.0016156,0.057552,3548
888,1.078,0.569,0.0016229,0.056604999999999996,3552
889,1.045,0.617,0.00163022,0.056968000000000005,3556
890,0.441,0.599,0.00163757,0.05935,3560
891,0.905,0.63,0.00164494,0.054798,3564
892,0.972,0.664,0.00165234,0.058881,3568
893,0.026,0.6,0.00165976,0.055059,3572
894,0.582,0.598,0.00166721,0.053183,3576
895,0.598,0.598,0.00167468,0.053271,3580
896,0.382,0.577,0.00168218,0.055771999999999995,3584
897,0.697,0.589,0.0016897,0.052927,3588
898,0.238,0.554,0.00169725,0.055621000000000004,3592
899,0.34,0.532,0.00170482,0.055378,3596
900,0.364,0.515,0.00171242,0.05579099999999999,3600
901,0.487,0.513,0.00172004,0.06284100000000001,3604
902,0.003,0.462,0.00172769,0.055011000000000004,3608
903,0.277,0.443,0.00173537,0.055784999999999994,3612
904,0.116,0.41,0.00174307,0.056698,3616
905,0.208,0.39,0.00175079,0.058895,3620
906,0.252,0.376,0.00175854,0.060558999999999995,3624
907,1.411,0.48,0.00176632,0.059791,3628
908,0.328,0.465,0.00177412,0.059176,3632
909,0.038,0.422,0.00178195,0.058387999999999995,3636
910,0.17,0.397,0.00178981,0.057722,3640
911,0.026,0.36,0.00179769,0.05647099999999999,3644
912,0.869,0.411,0.00180559,0.055996000000000004,3648
913,0.636,0.433,0.00181353,0.058105,3652
914,0.645,0.454,0.00182148,0.056513,3656
915,0.454,0.454,0.00182947,0.058148000000000005,3660
916,0.262,0.435,0.00183748,0.053485,3664
917,0.313,0.423,0.00184552,0.053668,3668
918,0.649,0.445,0.00185358,0.0562,3672
919,0.518,0.453,0.00186167,0.057040999999999994,3676
920,1.088,0.516,0.00186979,0.061577,3680
921,1.499,0.614,0.00187793,0.055378,3684
922,0.153,0.568,0.0018861,0.054335999999999995,3688
923,0.019,0.513,0.00189429,0.056644,3692
924,0.21,0.483,0.00190252,0.0586,3696
925,0.174,0.452,0.00191077,0.0564,3700
926,0.459,0.453,0.00191904,0.05745,3704
927,0.0,0.408,0.00192734,0.055936,3708
928,0.551,0.422,0.00193567,0.059933999999999994,3712
929,0.23,0.403,0.00194403,0.057457,3716
930,0.75,0.437,0.00195242,0.05586,3720
931,0.381,0.432,0.00196083,0.054674,3724
932,0.716,0.46,0.00196926,0.05659,3728
933,0.522,0.466,0.00197773,0.056631,3732
934,0.726,0.492,0.00198622,0.055226,3736
935,0.506,0.494,0.00199474,0.05515,3740
936,0.445,0.489,0.00200329,0.056261000000000005,3744
937,0.791,0.519,0.00201187,0.057887,3748
938,0.542,0.521,0.00202047,0.059726999999999995,3752
939,0.275,0.497,0.0020291,0.053471,3756
940,0.602,0.507,0.00203775,0.057546,3760
941,0.634,0.52,0.00204644,0.056518,3764
942,0.799,0.548,0.00205515,0.054198,3768
943,0.768,0.57,0.00206389,0.055407,3772
944,0.22,0.535,0.00207266,0.054561,3776
945,0.183,0.5,0.00208146,0.054424999999999994,3780
946,0.451,0.495,0.00209028,0.054547,3784
947,1.062,0.551,0.00209914,0.058826,3788
948,0.611,0.557,0.00210802,0.056165,3792
949,0.436,0.545,0.00211692,0.058991,3796
950,0.325,0.523,0.00212586,0.057675,3800
951,0.445,0.515,0.00213483,0.060579,3804
952,0.366,0.5,0.00214382,0.062345,3808
953,0.05,0.455,0.00215284,0.058445,3812
954,1.291,0.539,0.00216189,0.055743,3816
955,0.214,0.507,0.00217097,0.055930999999999995,3820
956,0.203,0.476,0.00218008,0.059116,3824
957,0.002,0.429,0.00218921,0.057897,3828
958,0.253,0.411,0.00219838,0.058272,3832
959,0.445,0.415,0.00220757,0.055493,3836
960,0.005,0.374,0.00221679,0.059198,3840
961,0.34,0.37,0.00222605,0.057284,3844
962,0.313,0.365,0.00223533,0.05404,3848
963,0.573,0.385,0.00224463,0.056933,3852
964,0.518,0.399,0.00225397,0.059255,3856
965,0.288,0.388,0.00226334,0.058997999999999995,3860
966,0.512,0.4,0.00227274,0.059376,3864
967,0.323,0.392,0.00228216,0.05638,3868
968,0.495,0.403,0.00229162,0.059844999999999995,3872
969,0.65,0.427,0.0023011,0.054218,3876
970,0.967,0.481,0.00231061,0.056898000000000004,3880
971,0.792,0.512,0.00232016,0.060261,3884
972,0.857,0.547,0.00232973,0.053825000000000005,3888
973,0.439,0.536,0.00233933,0.057241999999999994,3892
974,0.025,0.485,0.00234896,0.055713,3896
975,0.373,0.474,0.00235863,0.056826999999999996,3900
976,0.778,0.504,0.00236832,0.05652,3904
977,0.319,0.486,0.00237804,0.056384000000000004,3908
978,0.268,0.464,0.00238779,0.055487,3912
979,0.634,0.481,0.00239757,0.057101,3916
980,0.986,0.531,0.00240738,0.055841999999999996,3920
981,0.398,0.518,0.00241722,0.059904000000000006,3924
982,0.749,0.541,0.00242709,0.057622,3928
983,0.144,0.501,0.00243699,0.06008,3932
984,0.808,0.532,0.00244693,0.055062,3936
985,1.075,0.586,0.00245689,0.057344,3940
986,0.833,0.611,0.00246688,0.054181,3944
987,0.228,0.573,0.0024769,0.052990999999999996,3948
988,0.388,0.554,0.00248696,0.058399,3952
989,0.461,0.545,0.00249704,0.057215,3956
990,0.001,0.49,0.00250716,0.055229999999999994,3960
991,0.563,0.498,0.0025173,0.055577,3964
992,0.479,0.496,0.00252748,0.053734000000000004,3968
993,0.957,0.542,0.00253768,0.054197,3972
994,0.0,0.488,0.00254792,0.058289,3976
995,0.369,0.476,0.00255819,0.059296999999999996,3980
996,0.501,0.478,0.00256849,0.053594,3984
997,0.11,0.441,0.00257882,0.053897,3988
998,0.276,0.425,0.00258918,0.052786,3992
999,0.001,0.382,0.00259958,0.054759999999999996,3996
1000,1.164,0.461,0.00261,0.058475,4000
